	Chromosome	Start	Strand	Gene	Transcript_type
14295	chr20	675800	-1		protein_coding
14296	chr8	13514851	-1	DLC1	protein_coding
14297	chr8	13133474	-1	DLC1	protein_coding
14299	chr8	13276546	-1	DLC1	protein_coding
14300	chr8	13116244	-1	DLC1	protein_coding
14305	chr8	13276873	-1	DLC1	protein_coding
14308	chr8	13514765	-1	DLC1	protein_coding
14309	chr8	13514887	-1	DLC1	protein_coding
14310	chr8	13499241	-1	DLC1	protein_coding
14311	chr8	13604606	-1	DLC1	protein_coding
14422	chr21	30289514	-1	KRTAP25-1	protein_coding
14445	chr21	25639272	1	JAM2	protein_coding
14446	chr21	25639258	1	JAM2	protein_coding
14451	chr21	25639282	1	JAM2	protein_coding
14459	chr18	21111813	-1	ROCK1	protein_coding
14461	chr18	20954870	-1	ROCK1	protein_coding
14552	chr21	29024629	1	USP16	protein_coding
14553	chr21	29024668	1	USP16	protein_coding
14554	chr21	29024651	1	USP16	protein_coding
14556	chr21	29024656	1	USP16	protein_coding
14559	chr22	49853844	1	ZBED4	protein_coding
14562	chr22	45008993	-1	PHF21B	protein_coding
14563	chr22	45010005	-1	PHF21B	protein_coding
14564	chr22	45009649	-1	PHF21B	protein_coding
14565	chr22	45009999	-1	PHF21B	protein_coding
14566	chr22	45008986	-1	PHF21B	protein_coding
14601	chr20	34704344	1	TP53INP2	protein_coding
14602	chr20	34704339	1	TP53INP2	protein_coding
14603	chr20	34704350	1	TP53INP2	protein_coding
14604	chr20	34704735	1	TP53INP2	protein_coding
14605	chr18	57352557	1	ST8SIA3	protein_coding
14606	chr18	57357152	1	ST8SIA3	protein_coding
14625	chr18	61893007	-1	RNF152	protein_coding
14626	chr18	61894231	-1	RNF152	protein_coding
14634	chr20	10673999	-1	JAG1	protein_coding
14640	chr20	10648028	-1	JAG1	protein_coding
14659	chr18	54959461	-1	CCDC68	protein_coding
14660	chr18	54936905	-1	CCDC68	protein_coding
14661	chr18	54958048	-1	CCDC68	protein_coding
14664	chr18	54942950	-1	CCDC68	protein_coding
14735	chr18	47930659	-1	SMAD2	protein_coding
14736	chr18	47931141	-1	SMAD2	protein_coding
14737	chr18	47896811	-1	SMAD2	protein_coding
14738	chr18	47930842	-1	SMAD2	protein_coding
14740	chr18	47930599	-1	SMAD2	protein_coding
14741	chr18	47930837	-1	SMAD2	protein_coding
14742	chr18	47930362	-1	SMAD2	protein_coding
14744	chr18	47930855	-1	SMAD2	protein_coding
14745	chr18	47923642	-1	SMAD2	protein_coding
14746	chr18	47931146	-1	SMAD2	protein_coding
14757	chr14	52730180	1	STYX	protein_coding
14758	chr14	52730166	1	STYX	protein_coding
14764	chr5	5420664	1	ICE1	protein_coding
14765	chr5	5422677	1	ICE1	protein_coding
14769	chr22	39318614	-1	RPL3	protein_coding
14772	chr22	39319623	-1	RPL3	protein_coding
14777	chr22	39319111	-1	RPL3	protein_coding
14779	chr22	39319595	-1	RPL3	protein_coding
14815	chr8	15238431	-1	SGCZ	protein_coding
14816	chr8	14554926	-1	SGCZ	protein_coding
14831	chr14	59484408	-1	L3HYPDH	protein_coding
14836	chr14	59483685	-1	L3HYPDH	protein_coding
14837	chr14	59484006	-1	L3HYPDH	protein_coding
14850	chr21	30166805	-1	CLDN17	protein_coding
14851	chr21	26573255	-1	CYYR1	protein_coding
14852	chr21	26573286	-1	CYYR1	protein_coding
14853	chr21	26573176	-1	CYYR1	protein_coding
14856	chr20	5001510	-1	SLC23A2	protein_coding
14857	chr20	5010293	-1	SLC23A2	protein_coding
14858	chr20	4899647	-1	SLC23A2	protein_coding
14887	chr5	5140330	1	ADAMTS16	protein_coding
14897	chr8	8893630	-1	MFHAS1	protein_coding
14908	chr21	34073578	1	MRPS6	protein_coding
14913	chr14	60486063	-1	C14orf39	protein_coding
14915	chr14	60486044	-1	C14orf39	protein_coding
14916	chr14	60515543	-1	C14orf39	protein_coding
14930	chr8	10839875	-1	PINX1	protein_coding
14931	chr8	10839876	-1	PINX1	protein_coding
14932	chr8	10839771	-1	PINX1	protein_coding
14985	chr21	30282950	-1	KRTAP24-1	protein_coding
14988	chr21	34073578	1	SLC5A3	protein_coding
15002	chr21	36385392	1	CHAF1B	protein_coding
15021	chr8	17246857	-1	CNOT7	protein_coding
15022	chr8	17234860	-1	CNOT7	protein_coding
15023	chr8	17246878	-1	CNOT7	protein_coding
15025	chr8	17245091	-1	CNOT7	protein_coding
15027	chr8	17246609	-1	CNOT7	protein_coding
15029	chr8	17246448	-1	CNOT7	protein_coding
15032	chr8	17246855	-1	CNOT7	protein_coding
15037	chr14	60509146	1	SIX6	protein_coding
15038	chr5	1799837	-1	MRPL36	protein_coding
15039	chr5	1801366	-1	MRPL36	protein_coding
15040	chr5	1799895	-1	MRPL36	protein_coding
15041	chr5	1799838	-1	MRPL36	protein_coding
15042	chr5	1799750	-1	MRPL36	protein_coding
15049	chr14	60724351	-1	SIX4	protein_coding
15051	chr14	60724348	-1	SIX4	protein_coding
15058	chr18	54717860	1	RAB27B	protein_coding
15059	chr18	54828477	1	RAB27B	protein_coding
15061	chr18	54884357	1	RAB27B	protein_coding
15062	chr5	7869031	-1	FASTKD3	protein_coding
15067	chr5	7869037	-1	FASTKD3	protein_coding
15068	chr5	7869032	-1	FASTKD3	protein_coding
15119	chr20	23568484	-1	CST9L	protein_coding
15128	chr21	31732118	-1	SCAF4	protein_coding
15129	chr21	31732075	-1	SCAF4	protein_coding
15130	chr21	31731968	-1	SCAF4	protein_coding
15134	chr22	46296870	1	GTSE1	protein_coding
15147	chr18	56638592	-1	TXNL1	protein_coding
15150	chr18	56651128	-1	TXNL1	protein_coding
15152	chr18	56614491	-1	TXNL1	protein_coding
15153	chr18	56638427	-1	TXNL1	protein_coding
15154	chr18	56651593	-1	TXNL1	protein_coding
15155	chr18	56651600	-1	TXNL1	protein_coding
15195	chr14	60245752	1	PPM1A	protein_coding
15198	chr14	60249221	1	PPM1A	protein_coding
15199	chr14	60249441	1	PPM1A	protein_coding
15200	chr14	60249660	1	PPM1A	protein_coding
15201	chr14	60250431	1	PPM1A	protein_coding
15202	chr14	60256762	1	PPM1A	protein_coding
15231	chr5	7396138	1	ADCY2	protein_coding
15234	chr5	7611109	1	ADCY2	protein_coding
15263	chr20	13638932	-1	TASP1	protein_coding
15264	chr20	13638903	-1	TASP1	protein_coding
15265	chr20	13630011	-1	TASP1	protein_coding
15268	chr22	31489824	-1	EIF4ENIF1	protein_coding
15270	chr22	31489587	-1	EIF4ENIF1	protein_coding
15271	chr22	31489842	-1	EIF4ENIF1	protein_coding
15272	chr22	31488745	-1	EIF4ENIF1	protein_coding
15276	chr22	31455208	-1	EIF4ENIF1	protein_coding
15277	chr22	31489242	-1	EIF4ENIF1	protein_coding
15278	chr22	31489937	-1	EIF4ENIF1	protein_coding
15279	chr22	31496108	-1	EIF4ENIF1	protein_coding
15295	chr8	22693480	-1	EGR3	protein_coding
15296	chr8	22692414	-1	EGR3	protein_coding
15297	chr8	22693178	-1	EGR3	protein_coding
15303	chr14	59576812	-1	CCDC175	protein_coding
15306	chr14	59576775	-1	CCDC175	protein_coding
15318	chr20	37694030	1	CTNNBL1	protein_coding
15319	chr20	37694032	1	CTNNBL1	protein_coding
15320	chr20	37694062	1	CTNNBL1	protein_coding
15321	chr20	37744645	1	CTNNBL1	protein_coding
15323	chr20	37777273	1	CTNNBL1	protein_coding
15326	chr20	37693955	1	CTNNBL1	protein_coding
15332	chr18	48539031	1	CTIF	protein_coding
15333	chr18	48539158	1	CTIF	protein_coding
15334	chr18	48539210	1	CTIF	protein_coding
15335	chr18	48539415	1	CTIF	protein_coding
15336	chr18	48539988	1	CTIF	protein_coding
15337	chr18	48540095	1	CTIF	protein_coding
15357	chr8	26045413	-1	EBF2	protein_coding
15358	chr8	26041488	-1	EBF2	protein_coding
15360	chr8	25887916	-1	EBF2	protein_coding
15395	chr14	60169856	-1	DHRS7	protein_coding
15396	chr14	60153174	-1	DHRS7	protein_coding
15397	chr14	60169843	-1	DHRS7	protein_coding
15398	chr14	60165293	-1	DHRS7	protein_coding
15400	chr14	60165308	-1	DHRS7	protein_coding
15403	chr14	60166305	-1	DHRS7	protein_coding
15405	chr14	60165398	-1	DHRS7	protein_coding
15455	chr5	16179791	-1	MARCHF11	protein_coding
15456	chr5	16177829	-1	MARCHF11	protein_coding
15476	chr8	731197	-1	ERICH1	protein_coding
15480	chr8	731224	-1	ERICH1	protein_coding
15482	chr8	673657	-1	ERICH1	protein_coding
15516	chr5	1887236	-1	IRX4	protein_coding
15517	chr5	1882925	-1	IRX4	protein_coding
15518	chr5	1887218	-1	IRX4	protein_coding
15521	chr5	1882744	-1	IRX4	protein_coding
15522	chr5	1886984	-1	IRX4	protein_coding
15523	chr5	1887179	-1	IRX4	protein_coding
15536	chr14	70907459	1	PCNX1	protein_coding
15538	chr14	70907739	1	PCNX1	protein_coding
15543	chr14	71013031	1	PCNX1	protein_coding
15545	chr14	71047960	1	PCNX1	protein_coding
15549	chr14	71109020	1	PCNX1	protein_coding
15556	chr8	17246958	1	VPS37A	protein_coding
15559	chr8	17246938	1	VPS37A	protein_coding
15561	chr8	17247123	1	VPS37A	protein_coding
15562	chr8	17247244	1	VPS37A	protein_coding
15563	chr8	17276436	1	VPS37A	protein_coding
15570	chr18	50879118	1	ME2	protein_coding
15573	chr18	50879119	1	ME2	protein_coding
15574	chr18	50879120	1	ME2	protein_coding
15575	chr18	50879155	1	ME2	protein_coding
15578	chr18	50879166	1	ME2	protein_coding
15580	chr18	50879171	1	ME2	protein_coding
15611	chr21	29061376	-1	CCT8	protein_coding
15614	chr21	29073648	-1	CCT8	protein_coding
15615	chr21	29073351	-1	CCT8	protein_coding
15618	chr21	29073565	-1	CCT8	protein_coding
15622	chr21	29073797	-1	CCT8	protein_coding
15640	chr22	44702233	1	PRR5-ARHGAP8	protein_coding
15641	chr22	44702475	1	PRR5-ARHGAP8	protein_coding
15643	chr22	44725261	1	PRR5-ARHGAP8	protein_coding
15656	chr8	13566869	1	C8orf48	protein_coding
15671	chr5	9546075	-1	SEMA5A	protein_coding
15673	chr5	9380201	-1	SEMA5A	protein_coding
15675	chr8	22589274	1		protein_coding
15676	chr8	22589293	1		protein_coding
15677	chr8	22589324	1		protein_coding
15678	chr8	23854806	-1	STC1	protein_coding
15679	chr8	23854311	-1	STC1	protein_coding
15682	chr20	45631284	-1	WFDC9	protein_coding
15691	chr8	27311272	-1	TRIM35	protein_coding
15692	chr8	27294135	-1	TRIM35	protein_coding
15693	chr8	27311238	-1	TRIM35	protein_coding
15711	chr20	36863538	-1	SOGA1	protein_coding
15712	chr20	36859873	-1	SOGA1	protein_coding
15728	chr8	33485182	1	MAK16	protein_coding
15746	chr5	16936288	-1	MYO10	protein_coding
15747	chr5	16738414	-1	MYO10	protein_coding
15748	chr5	16742228	-1	MYO10	protein_coding
15749	chr5	16916527	-1	MYO10	protein_coding
15755	chr5	16935938	-1	MYO10	protein_coding
15756	chr5	16936259	-1	MYO10	protein_coding
15757	chr5	16936276	-1	MYO10	protein_coding
15764	chr20	45629739	1	WFDC10A	protein_coding
15765	chr8	19901717	1	LPL	protein_coding
15766	chr8	19938870	1	LPL	protein_coding
15767	chr8	19938933	1	LPL	protein_coding
15768	chr8	19939253	1	LPL	protein_coding
15821	chr18	32287095	-1	GAREM1	protein_coding
15822	chr18	32470484	-1	GAREM1	protein_coding
15823	chr18	32470882	-1	GAREM1	protein_coding
15827	chr22	45977162	-1	WNT7B	protein_coding
15828	chr22	45972715	-1	WNT7B	protein_coding
15829	chr22	45976022	-1	WNT7B	protein_coding
15830	chr22	45976805	-1	WNT7B	protein_coding
15831	chr22	45975909	-1	WNT7B	protein_coding
15832	chr14	63318935	-1	GPHB5	protein_coding
15833	chr14	63317849	-1	GPHB5	protein_coding
15834	chr21	20998409	1	NCAM2	protein_coding
15838	chr21	21280576	1	NCAM2	protein_coding
15839	chr20	38805697	1	PPP1R16B	protein_coding
15840	chr20	38805724	1	PPP1R16B	protein_coding
15857	chr14	60734761	1	MNAT1	protein_coding
15859	chr14	60734776	1	MNAT1	protein_coding
15862	chr14	60808324	1	MNAT1	protein_coding
15864	chr14	60811987	1	MNAT1	protein_coding
15873	chr22	43955442	1	SAMM50	protein_coding
15895	chr8	28890395	1	HMBOX1	protein_coding
15896	chr8	28890404	1	HMBOX1	protein_coding
15898	chr8	28890625	1	HMBOX1	protein_coding
15901	chr8	28891316	1	HMBOX1	protein_coding
15902	chr8	28963863	1	HMBOX1	protein_coding
15907	chr18	48137361	-1	ZBTB7C	protein_coding
15908	chr18	48165566	-1	ZBTB7C	protein_coding
15909	chr18	48409383	-1	ZBTB7C	protein_coding
15910	chr18	48165331	-1	ZBTB7C	protein_coding
15911	chr18	48338391	-1	ZBTB7C	protein_coding
15912	chr18	48409292	-1	ZBTB7C	protein_coding
15913	chr18	48203601	-1	ZBTB7C	protein_coding
15914	chr18	48375586	-1	ZBTB7C	protein_coding
15915	chr18	48375608	-1	ZBTB7C	protein_coding
15916	chr18	48375625	-1	ZBTB7C	protein_coding
15917	chr18	48410752	-1	ZBTB7C	protein_coding
15918	chr18	48375564	-1	ZBTB7C	protein_coding
15932	chr21	28992877	-1	LTN1	protein_coding
15933	chr21	28992949	-1	LTN1	protein_coding
15937	chr21	28992956	-1	LTN1	protein_coding
15942	chr20	38260735	-1	KIAA1755	protein_coding
15946	chr20	38227219	-1	KIAA1755	protein_coding
15947	chr20	38260772	-1	KIAA1755	protein_coding
15948	chr20	38239599	-1	KIAA1755	protein_coding
15954	chr14	69574871	-1	CCDC177	protein_coding
15973	chr14	44897275	1	C14orf28	protein_coding
15974	chr14	44897335	1	C14orf28	protein_coding
15998	chr14	72926464	1	DCAF4	protein_coding
15999	chr14	72926377	1	DCAF4	protein_coding
16001	chr14	72926478	1	DCAF4	protein_coding
16002	chr14	72926480	1	DCAF4	protein_coding
16003	chr14	72926487	1	DCAF4	protein_coding
16009	chr14	72937989	1	DCAF4	protein_coding
16028	chr20	38962299	1	DHX35	protein_coding
16029	chr20	38962344	1	DHX35	protein_coding
16032	chr20	39021873	1	DHX35	protein_coding
16040	chr22	46268008	1	TTC38	protein_coding
16044	chr22	46268040	1	TTC38	protein_coding
16084	chr8	18391282	1	NAT2	protein_coding
16085	chr8	18391287	1	NAT2	protein_coding
16145	chr8	10730511	-1	SOX7	protein_coding
16148	chr21	30216097	-1	CLDN8	protein_coding
16153	chr18	57147087	1	BOD1L2	protein_coding
16162	chr21	34401072	-1	C21orf140	protein_coding
16163	chr18	23453287	1	RIOK3	protein_coding
16167	chr18	23453308	1	RIOK3	protein_coding
16171	chr18	23477188	1	RIOK3	protein_coding
16175	chr8	20183115	-1	SLC18A1	protein_coding
16176	chr8	20183136	-1	SLC18A1	protein_coding
16178	chr8	20183172	-1	SLC18A1	protein_coding
16179	chr8	20180964	-1	SLC18A1	protein_coding
16181	chr8	20183117	-1	SLC18A1	protein_coding
16183	chr8	20183206	-1	SLC18A1	protein_coding
16197	chr22	40819346	-1	SLC25A17	protein_coding
16198	chr22	40780194	-1	SLC25A17	protein_coding
16210	chr22	40819375	-1	SLC25A17	protein_coding
16211	chr22	40819399	-1	SLC25A17	protein_coding
16249	chr21	31873020	1	HUNK	protein_coding
16250	chr21	31924552	1	HUNK	protein_coding
16252	chr21	31974703	1	HUNK	protein_coding
16259	chr14	59484517	1	JKAMP	protein_coding
16262	chr14	59484503	1	JKAMP	protein_coding
16265	chr14	59484537	1	JKAMP	protein_coding
16266	chr14	59484545	1	JKAMP	protein_coding
16267	chr14	59484560	1	JKAMP	protein_coding
16272	chr14	59484443	1	JKAMP	protein_coding
16280	chr21	17819356	-1	C21orf91	protein_coding
16281	chr21	17819386	-1	C21orf91	protein_coding
16282	chr21	17819019	-1	C21orf91	protein_coding
16293	chr18	74147834	-1	FBXO15	protein_coding
16298	chr18	74123510	-1	FBXO15	protein_coding
16301	chr18	74126101	-1	FBXO15	protein_coding
16303	chr18	74147843	-1	FBXO15	protein_coding
16305	chr20	43914852	1	TOX2	protein_coding
16306	chr20	43916150	1	TOX2	protein_coding
16307	chr20	43916167	1	TOX2	protein_coding
16308	chr20	43945705	1	TOX2	protein_coding
16310	chr20	44054351	1	TOX2	protein_coding
16351	chr22	37697048	1	TRIOBP	protein_coding
16354	chr22	37746233	1	TRIOBP	protein_coding
16355	chr22	37746238	1	TRIOBP	protein_coding
16356	chr22	37746270	1	TRIOBP	protein_coding
16358	chr22	37750997	1	TRIOBP	protein_coding
16359	chr22	37751385	1	TRIOBP	protein_coding
16360	chr22	37751398	1	TRIOBP	protein_coding
16376	chr5	6378547	-1	MED10	protein_coding
16385	chr21	36320197	1	MORC3	protein_coding
16445	chr5	17521801	1	TAF11L4	protein_coding
16465	chr18	23535622	-1	NPC1	protein_coding
16466	chr18	23533517	-1	NPC1	protein_coding
16467	chr18	23533440	-1	NPC1	protein_coding
16468	chr18	23535700	-1	NPC1	protein_coding
16469	chr18	23586506	-1	NPC1	protein_coding
16471	chr18	23560342	-1	NPC1	protein_coding
16487	chr5	7869104	1	MTRR	protein_coding
16489	chr5	7869148	1	MTRR	protein_coding
16492	chr5	7869227	1	MTRR	protein_coding
16493	chr5	7869239	1	MTRR	protein_coding
16494	chr5	7870261	1	MTRR	protein_coding
16516	chr20	46894843	1	EYA2	protein_coding
16517	chr20	46894624	1	EYA2	protein_coding
16518	chr20	46894870	1	EYA2	protein_coding
16522	chr20	46990001	1	EYA2	protein_coding
16523	chr20	47001460	1	EYA2	protein_coding
16536	chr14	63204443	1	RHOJ	protein_coding
16538	chr14	63204859	1	RHOJ	protein_coding
16543	chr21	32771755	-1	PAXBP1	protein_coding
16547	chr21	32771668	-1	PAXBP1	protein_coding
16567	chr14	55027230	1	SOCS4	protein_coding
16568	chr14	55027236	1	SOCS4	protein_coding
16570	chr14	55027627	1	SOCS4	protein_coding
16582	chr14	63045458	-1	KCNH5	protein_coding
16583	chr14	63045186	-1	KCNH5	protein_coding
16584	chr14	63101866	-1	KCNH5	protein_coding
16613	chr18	31760880	-1	SLC25A52	protein_coding
16639	chr18	35344420	-1	ZNF24	protein_coding
16640	chr18	35340654	-1	ZNF24	protein_coding
16641	chr18	35344456	-1	ZNF24	protein_coding
16642	chr18	35345482	-1	ZNF24	protein_coding
16643	chr18	35343932	-1	ZNF24	protein_coding
16644	chr18	35342675	-1	ZNF24	protein_coding
16699	chr8	33473146	-1	FUT10	protein_coding
16700	chr8	33461727	-1	FUT10	protein_coding
16703	chr8	33473119	-1	FUT10	protein_coding
16721	chr22	43187134	-1	TTLL12	protein_coding
16723	chr22	43171750	-1	TTLL12	protein_coding
16725	chr14	69611596	1	SUSD6	protein_coding
16729	chr18	59139884	1	SEC11C	protein_coding
16730	chr18	59139866	1	SEC11C	protein_coding
16735	chr18	59139899	1	SEC11C	protein_coding
16738	chr14	61529128	1		protein_coding
16739	chr8	10839847	-1	PINX1	protein_coding
16769	chr8	35235475	1	UNC5D	protein_coding
16770	chr8	35235765	1	UNC5D	protein_coding
16771	chr8	35235775	1	UNC5D	protein_coding
16772	chr8	35544392	1	UNC5D	protein_coding
16774	chr8	35724151	1	UNC5D	protein_coding
16783	chr5	7851133	-1	C5orf49	protein_coding
16784	chr5	7851151	-1	C5orf49	protein_coding
16856	chr18	65750252	1	CDH7	protein_coding
16857	chr18	65750653	1	CDH7	protein_coding
16858	chr18	65751012	1	CDH7	protein_coding
16876	chr14	33951074	-1	EGLN3	protein_coding
16877	chr14	33950826	-1	EGLN3	protein_coding
16879	chr14	34222877	-1	EGLN3	protein_coding
16880	chr14	33951081	-1	EGLN3	protein_coding
16893	chr20	45670270	-1	WFDC11	protein_coding
16894	chr20	45670239	-1	WFDC11	protein_coding
16895	chr20	45667177	-1	WFDC11	protein_coding
16896	chr22	44668713	1	PRR5	protein_coding
16898	chr22	44677057	1	PRR5	protein_coding
16900	chr22	44677085	1	PRR5	protein_coding
16902	chr22	44702204	1	PRR5	protein_coding
16903	chr22	44702218	1	PRR5	protein_coding
16910	chr22	44668547	1	PRR5	protein_coding
16911	chr22	44676808	1	PRR5	protein_coding
16974	chr20	46406615	-1	ELMO2	protein_coding
16976	chr20	46406559	-1	ELMO2	protein_coding
16977	chr20	46373515	-1	ELMO2	protein_coding
16978	chr20	46394482	-1	ELMO2	protein_coding
16980	chr20	46386164	-1	ELMO2	protein_coding
16984	chr20	46406604	-1	ELMO2	protein_coding
16990	chr20	46406632	-1	ELMO2	protein_coding
16991	chr5	37371106	-1	NUP155	protein_coding
16994	chr5	37370785	-1	NUP155	protein_coding
16995	chr5	37371081	-1	NUP155	protein_coding
17025	chr21	32813743	-1	C21orf62	protein_coding
17026	chr21	32813679	-1	C21orf62	protein_coding
17027	chr21	32813689	-1	C21orf62	protein_coding
17028	chr21	32813703	-1	C21orf62	protein_coding
17033	chr14	31457407	-1		protein_coding
17035	chr18	36798585	-1	TPGS2	protein_coding
17037	chr18	36828804	-1	TPGS2	protein_coding
17038	chr18	36818927	-1	TPGS2	protein_coding
17039	chr18	36828842	-1	TPGS2	protein_coding
17040	chr18	36828730	-1	TPGS2	protein_coding
17041	chr18	36829002	-1	TPGS2	protein_coding
17042	chr18	36828963	-1	TPGS2	protein_coding
17043	chr18	36828986	-1	TPGS2	protein_coding
17044	chr18	36807934	-1	TPGS2	protein_coding
17045	chr18	36828781	-1	TPGS2	protein_coding
17049	chr18	36828988	-1	TPGS2	protein_coding
17053	chr18	36829216	-1	TPGS2	protein_coding
17087	chr14	34462240	-1	SPTSSA	protein_coding
17107	chr14	75278828	1	FOS	protein_coding
17108	chr14	75278826	1	FOS	protein_coding
17110	chr14	75278977	1	FOS	protein_coding
17111	chr14	75279643	1	FOS	protein_coding
17112	chr14	75279670	1	FOS	protein_coding
17113	chr14	75279978	1	FOS	protein_coding
17114	chr14	75280193	1	FOS	protein_coding
17117	chr21	33642400	1	ITSN1	protein_coding
17118	chr21	33642452	1	ITSN1	protein_coding
17120	chr21	33642501	1	ITSN1	protein_coding
17121	chr21	33642478	1	ITSN1	protein_coding
17122	chr21	33642483	1	ITSN1	protein_coding
17123	chr21	33642496	1	ITSN1	protein_coding
17124	chr21	33642498	1	ITSN1	protein_coding
17125	chr21	33642542	1	ITSN1	protein_coding
17126	chr21	33718797	1	ITSN1	protein_coding
17127	chr21	33735041	1	ITSN1	protein_coding
17131	chr21	33799923	1	ITSN1	protein_coding
17138	chr21	33858697	1	ITSN1	protein_coding
17140	chr21	33875360	1	ITSN1	protein_coding
17141	chr21	33750107	1	ITSN1	protein_coding
17142	chr21	33718810	1	ITSN1	protein_coding
17217	chr8	16192651	-1	MSR1	protein_coding
17218	chr8	16186272	-1	MSR1	protein_coding
17219	chr8	16177988	-1	MSR1	protein_coding
17220	chr8	16164251	-1	MSR1	protein_coding
17221	chr8	16192659	-1	MSR1	protein_coding
17223	chr8	16215074	-1	MSR1	protein_coding
17224	chr8	16567362	-1	MSR1	protein_coding
17230	chr8	16192791	-1	MSR1	protein_coding
17234	chr14	69484728	1	PLEKHD1	protein_coding
17252	chr14	74612237	-1	LTBP2	protein_coding
17255	chr14	74612072	-1	LTBP2	protein_coding
17256	chr14	74509807	-1	LTBP2	protein_coding
17270	chr22	31753867	1	DEPDC5	protein_coding
17271	chr22	31753898	1	DEPDC5	protein_coding
17272	chr22	31753900	1	DEPDC5	protein_coding
17273	chr22	31753912	1	DEPDC5	protein_coding
17274	chr22	31753932	1	DEPDC5	protein_coding
